data,filename
http://leet.dabe.tech/earnings/small-dish,http---leet.dabe.tech-earnings-small-dish.svg
http://leet.dabe.tech/earnings/large-dish,http---leet.dabe.tech-earnings-large-dish.svg
http://leet.dabe.tech/earnings/unload-washer,http---leet.dabe.tech-earnings-unload-washer.svg
http://leet.dabe.tech/earnings/small-clean,http---leet.dabe.tech-earnings-small-clean.svg
http://leet.dabe.tech/earnings/clean-kitchen,http---leet.dabe.tech-earnings-clean-kitchen.svg
http://leet.dabe.tech/earnings/clean-bathroom,http---leet.dabe.tech-earnings-clean-bathroom.svg
http://leet.dabe.tech/earnings/clean-common-room,http---leet.dabe.tech-earnings-clean-common-room.svg
http://leet.dabe.tech/earnings/groceries,http---leet.dabe.tech-earnings-groceries.svg
http://leet.dabe.tech/earnings/trash,http---leet.dabe.tech-earnings-trash.svg
